@relation Training

@attribute ID numeric
@attribute Class {0,1}
@attribute ScoreTag {P,NONE,N,NEU,P+,N+}
@attribute Agreement {DISAGREEMENT,AGREEMENT}
@attribute Irony {NONIRONIC,IRONIC}
@attribute Confidence numeric
@attribute Subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute Fear numeric
@attribute Excited numeric
@attribute Bored numeric
@attribute Happy numeric
@attribute Angry numeric
@attribute Sad numeric
@attribute nbOfChars numeric
@attribute nbOfSymbols numeric
@attribute wordDensity numeric
@attribute nbUniqueWords numeric
@attribute nbOfLinks numeric
@attribute nbOfUniqLinks numeric
@attribute nbOfLetterWords numeric

@data
273,1,P+,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.126375,0.259926,0,0.215482,0.11139,0.286827,258,11,0.236434,49,0,0,46
1527,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.152524,0.302768,0.053362,0.216866,0.161646,0.112834,1615,155,0.30774,177,0,0,311
1405,1,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.143738,0.244325,0.08714,0.20555,0.186109,0.133137,431,79,0.461717,101,0,0,108
4708,0,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.162792,0.211216,0.128627,0.142114,0.214869,0.140382,190,10,0.284211,48,0,0,40
2183,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.240033,0.158455,0.020669,0.239947,0.148232,0.192664,1026,152,0.361598,122,0,0,196
3939,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.22571,0.077949,0.049354,0.047026,0.346711,0.253251,294,16,0.27551,57,0,0,55
4890,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.173242,0.353823,0.054547,0.170206,0.165919,0.082262,419,66,0.386635,77,3,1,80
1662,1,P+,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.126044,0.154853,0.075934,0.107438,0.356145,0.179587,362,11,0.237569,69,0,0,74
5169,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.101059,0.362197,0,0.351014,0.097841,0.08789,305,17,0.252459,51,0,0,49
3830,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.12628,0.258432,0.046881,0.236351,0.238761,0.093295,1478,224,0.342355,154,0,0,237
4349,0,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.152008,0.457828,0.042867,0.159664,0.134826,0.052806,170,11,0.317647,42,0,0,35
3382,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.232714,0.036186,0.028648,0.039857,0.20027,0.462325,75,4,0.253333,17,0,0,14
2325,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.084742,0.582051,0.022444,0.213953,0.072549,0.024261,87,9,0.367816,21,0,0,15
3462,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.157982,0.403757,0.03346,0.25419,0.105525,0.045086,658,51,0.285714,77,0,0,121
2939,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.168813,0.14666,0.031558,0.092308,0.302287,0.258375,327,14,0.247706,56,0,0,61
1288,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.184775,0.101377,0.095957,0.157666,0.247268,0.212958,280,7,0.225,48,0,0,56
329,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.107528,0.34765,0.03955,0.375218,0.064871,0.065184,627,71,0.325359,91,0,0,122
4905,0,P+,AGREEMENT,NONIRONIC,92,SUBJECTIVE,0.091447,0.319094,0.008346,0.541032,0.031025,0.009057,505,13,0.287129,85,0,0,132
2931,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.127988,0.325271,0.137536,0.118067,0.198926,0.092212,39,2,0.282051,11,0,0,7
657,1,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.116827,0.377488,0,0.364247,0.103698,0.03774,62,4,0.274194,17,0,0,13
1111,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.183075,0.14591,0.019481,0.16256,0.272481,0.216494,232,16,0.262931,47,0,0,36
5085,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.172724,0.287955,0.076806,0.220516,0.144708,0.097291,5460,126,0.215385,499,0,0,1011
3924,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.150916,0.13662,0.068328,0.14556,0.233779,0.264796,86,6,0.267442,20,0,0,16
2137,0,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.177686,0.316599,0.071746,0.145589,0.19029,0.098091,225,3,0.217778,41,0,0,46
1388,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.138098,0.345964,0.090751,0.196794,0.15528,0.073114,1077,41,0.225627,141,0,0,192
332,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.260719,0.233615,0.051075,0.30626,0.083102,0.065229,492,31,0.252033,89,1,1,90
4174,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.175737,0.378091,0.03844,0.211688,0.130023,0.066021,780,107,0.35,113,0,0,130
3348,0,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.276706,0.277985,0.024304,0.206515,0.073977,0.140514,1003,40,0.283151,131,0,0,220
2460,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.13914,0.193288,0.151226,0.281664,0.155639,0.079043,360,11,0.258333,62,0,0,81
3645,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.158602,0.272059,0.016459,0.345601,0.13596,0.071319,209,27,0.30622,44,1,1,27
2600,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.18684,0.168508,0.047997,0.154401,0.221359,0.220896,162,8,0.271605,35,0,0,36
4101,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.267989,0.177967,0.058941,0.214487,0.184163,0.096453,493,34,0.241379,88,1,1,82
72,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.179044,0.408604,0.011899,0.222659,0.10063,0.077164,28,2,0.285714,8,0,0,6
4570,0,NEU,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.157737,0.214104,0.042752,0.159561,0.246355,0.179491,1320,79,0.288636,130,0,0,281
923,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.103772,0.592873,0.011722,0.191033,0.089575,0.011026,504,19,0.275794,84,0,0,116
4073,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1756,0.367452,0,0.216049,0.128234,0.112665,62,1,0.306452,15,0,0,15
1763,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.147134,0.401778,0.044115,0.202862,0.152472,0.05164,546,38,0.324176,82,0,0,113
3820,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.093107,0.269196,0.012801,0.494689,0.085201,0.045006,1983,151,0.280888,207,0,0,378
3842,0,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.422518,0.194675,0.023646,0.179137,0.068376,0.111648,62,8,0.387097,19,0,0,13
2519,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.265627,0.092897,0.032927,0.098456,0.142381,0.367712,391,29,0.299233,73,0,0,82
2027,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.13925,0.398322,0.04759,0.249079,0.109556,0.056203,324,14,0.277778,67,0,0,70
1852,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.19127,0.281384,0,0.174267,0.222089,0.130992,447,17,0.250559,74,0,0,90
2188,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.186793,0.10322,0.066752,0.038436,0.335716,0.269083,680,96,0.395588,117,0,0,144
678,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.278801,0.177096,0.013611,0.268534,0.066575,0.195382,1614,57,0.244734,165,0,0,328
2473,1,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.147563,0.240621,0.051568,0.265516,0.201149,0.093583,295,6,0.233898,54,0,0,63
2954,0,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.164068,0.328799,0.028301,0.292945,0.097122,0.088766,653,40,0.277182,103,0,0,121
3971,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.14896,0.202761,0.025164,0.252064,0.209017,0.162034,1271,125,0.302911,165,0,0,249
4135,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.265184,0.278365,0.037958,0.199679,0.137344,0.08147,3775,389,0.317351,335,0,0,752
4522,1,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.196946,0.19892,0.04324,0.130491,0.244024,0.186379,1253,61,0.24182,146,0,0,225
3715,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.123762,0.327568,0.04822,0.238321,0.133175,0.128954,264,18,0.340909,62,1,1,62
3335,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.131311,0.123901,0.061481,0.162675,0.360005,0.160626,501,90,0.413174,95,0,0,96
515,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.180051,0.073275,0.274166,0.082924,0.244385,0.145199,739,19,0.253045,117,0,0,168
3081,0,NEU,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.152094,0.181065,0.094,0.132854,0.26109,0.178897,1331,119,0.319309,138,0,0,279
4510,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.212026,0.202171,0.071763,0.152109,0.161414,0.200517,38,0,0.210526,8,0,0,8
2033,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.297522,0.152476,0.059748,0.117391,0.152304,0.220559,917,39,0.260632,132,0,0,185
2468,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.189248,0.312701,0.097067,0.128603,0.127555,0.144827,224,14,0.316964,49,0,0,48
4653,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.115923,0.104946,0.029277,0.136969,0.430302,0.182583,697,100,0.338594,96,0,0,115
4742,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.144397,0.21709,0.076962,0.206533,0.204067,0.150949,1417,183,0.34933,136,0,0,270
4000,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1462,0.17567,0.096802,0.208321,0.215023,0.157983,271,10,0.239852,44,0,0,45
1136,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.224683,0.292354,0.041778,0.148713,0.149388,0.143084,228,10,0.29386,57,0,0,54
1220,0,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.084523,0.40175,0.039389,0.200416,0.1741,0.099823,423,79,0.394799,57,0,0,57
3177,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.205245,0.147761,0.04892,0.285567,0.082575,0.229931,64,7,0.34375,18,0,0,11
769,1,P+,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.148529,0.364086,0.031775,0.257768,0.130423,0.067418,271,21,0.261993,46,1,1,48
3307,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.117536,0.355066,0,0.275858,0.164116,0.087423,809,52,0.244747,94,0,0,107
5008,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.088047,0.28165,0,0.486814,0.106338,0.037152,802,65,0.28803,108,0,0,151
2156,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.152522,0.406285,0.068857,0.202844,0.104564,0.064929,69,7,0.333333,17,0,0,10
712,1,NEU,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.117475,0.146812,0.105985,0.13144,0.319831,0.178457,71,0,0.183099,11,0,0,13
5138,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.162139,0.217582,0,0.291535,0.189689,0.139056,211,65,0.492891,30,0,0,28
406,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.344936,0.162478,0.059921,0.106934,0.140096,0.185636,56,2,0.214286,8,0,0,9
3886,0,NONE,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.297004,0.089294,0.013572,0.100193,0.162485,0.337452,295,19,0.267797,57,0,0,51
3285,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.116469,0.403327,0.022036,0.359879,0.065982,0.032307,694,67,0.306916,95,0,0,110
1262,0,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2372,0.11943,0.060858,0.175295,0.113789,0.293429,128,9,0.273438,28,0,0,21
4634,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.115897,0.08294,0.073858,0.181605,0.340378,0.205321,339,74,0.421829,48,0,0,52
889,0,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.100206,0.129987,0,0.204719,0.402097,0.162991,433,75,0.3903,71,0,0,79
3697,0,P,DISAGREEMENT,NONIRONIC,86,OBJECTIVE,0.125097,0.167346,0,0.201128,0.348457,0.157971,483,77,0.349896,67,0,0,82
3436,0,NEU,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.156989,0.209302,0.174949,0.10253,0.171642,0.184587,139,19,0.395683,39,0,0,30
2427,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.186158,0.151008,0.054117,0.324068,0.076191,0.208458,62,7,0.33871,17,0,0,11
2094,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.122087,0.24794,0.051035,0.208746,0.243012,0.127179,416,76,0.377404,61,0,0,70
633,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.109855,0.349892,0.049307,0.309854,0.117163,0.063928,3573,395,0.328296,277,0,0,656
2833,1,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.161057,0.528675,0.021398,0.107172,0.113907,0.067792,397,26,0.239295,60,1,1,64
3058,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1534,0.145826,0.28859,0.091685,0.193836,0.126664,325,16,0.264615,60,0,0,61
3557,1,P,DISAGREEMENT,NONIRONIC,83,OBJECTIVE,0.114207,0.201458,0.017497,0.526679,0.091954,0.048205,436,34,0.31422,92,0,0,79
3990,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.165112,0.103667,0.048283,0.10976,0.295285,0.277893,360,20,0.261111,65,0,0,64
2776,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.149886,0.301201,0.086662,0.176811,0.183204,0.102235,1043,207,0.419942,128,0,0,167
4705,0,P,DISAGREEMENT,IRONIC,82,SUBJECTIVE,0.112205,0.33097,0.063128,0.225084,0.139706,0.128906,1605,97,0.269782,227,0,0,313
3304,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.128617,0.107519,0.119646,0.261214,0.190959,0.192046,257,75,0.474708,38,0,0,36
2344,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.105334,0.390903,0.041082,0.276436,0.132063,0.054182,325,36,0.369231,31,0,0,49
2785,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.091346,0.222831,0,0.323247,0.247969,0.114607,1039,99,0.291627,134,0,0,184
323,0,NEU,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.217443,0.332736,0.052178,0.17936,0.096941,0.121341,272,14,0.297794,59,0,0,58
3676,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.149743,0.296662,0.041169,0.169539,0.196967,0.14592,2022,294,0.368447,191,0,0,377
2671,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.201444,0.314801,0,0.231385,0.12119,0.13118,217,31,0.37788,48,0,0,45
5022,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.146003,0.246729,0.08744,0.144545,0.224426,0.150857,609,52,0.310345,93,0,0,99
4374,0,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.261351,0.047513,0.075368,0.052111,0.171245,0.392412,27,1,0.222222,6,0,0,5
3804,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.115849,0.232432,0,0.245712,0.265463,0.140544,192,11,0.213542,34,2,2,29
922,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.159195,0.242683,0.119356,0.145628,0.183367,0.149772,1155,39,0.231169,146,0,0,213
319,1,N,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.212148,0.208388,0,0.177956,0.236314,0.165193,187,21,0.342246,44,0,0,43
1376,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.087557,0.534501,0.032987,0.216765,0.102992,0.025199,1433,146,0.328681,152,0,0,291
2680,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.137375,0.282064,0.162934,0.109536,0.164506,0.143585,30,0,0.233333,7,0,0,7
4456,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.122896,0.466527,0.044313,0.188587,0.119628,0.058049,291,11,0.261168,57,0,0,52
2263,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.235501,0.173089,0.043388,0.138431,0.15272,0.25687,238,18,0.256303,51,1,1,41
3205,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.186916,0.120093,0.059951,0.22055,0.21199,0.200499,195,8,0.25641,38,0,0,42
2579,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.209998,0.159665,0.059742,0.198772,0.163317,0.208506,702,20,0.25641,117,0,0,152
4308,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.099951,0.426972,0.040121,0.21829,0.154474,0.060192,495,32,0.290909,78,0,0,81
1277,1,N+,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.252761,0.139746,0.068991,0.200982,0.178938,0.158582,86,3,0.244186,17,0,0,17
658,0,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.153948,0.227562,0.118915,0.187707,0.179445,0.132423,189,14,0.359788,38,0,0,35
2563,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.149508,0.245076,0,0.201265,0.270761,0.13339,987,96,0.305978,141,0,0,187
2717,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.177448,0.199229,0.039566,0.181585,0.227411,0.174762,260,8,0.265385,48,0,0,61
1710,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.227463,0.235528,0,0.264051,0.121676,0.151283,121,15,0.396694,36,0,0,28
445,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.184585,0.419197,0,0.289813,0.072834,0.033571,638,28,0.261755,109,0,0,129
1249,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.16373,0.250406,0,0.218564,0.255292,0.112008,535,7,0.269159,135,0,0,136
911,0,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.185275,0.213545,0.05661,0.214752,0.163765,0.166054,3624,573,0.384934,273,0,0,678
4802,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.12332,0.292942,0.03675,0.373859,0.12595,0.047178,297,31,0.346801,62,0,0,45
2660,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.12695,0.355884,0.085254,0.314677,0.063381,0.053855,4993,758,0.358302,387,0,0,1023
4297,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.111218,0.221205,0.042527,0.277009,0.168131,0.17991,119,4,0.235294,22,0,0,21
2272,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.183826,0.159991,0.07115,0.291735,0.135594,0.157704,395,12,0.240506,64,0,0,81
3168,1,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.20213,0.207162,0.062148,0.158629,0.115896,0.254035,55,0,0.2,11,0,0,11
5050,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.135424,0.194855,0.048905,0.188211,0.264152,0.168452,288,86,0.486111,44,0,0,41
83,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.150733,0.25061,0.128156,0.195378,0.145035,0.130088,430,58,0.4,80,0,0,65
2764,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.226655,0.167171,0.046329,0.168679,0.210941,0.180226,362,42,0.411602,97,0,0,89
4284,1,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.095385,0.305093,0.020695,0.387286,0.136288,0.055254,1040,78,0.271154,144,4,3,194
4004,1,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.208215,0.177535,0.055167,0.119161,0.234287,0.205636,1437,37,0.22199,152,1,1,274
4762,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.143504,0.277431,0,0.222284,0.258729,0.098052,148,7,0.263514,32,0,0,30
4460,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.117759,0.133358,0.035686,0.164913,0.422963,0.125322,809,100,0.33869,101,0,0,153
4900,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.178972,0.22227,0,0.465638,0.080509,0.052611,177,16,0.355932,46,0,0,47
2018,0,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.141227,0.382372,0.032672,0.239501,0.124404,0.079824,718,87,0.342618,101,0,0,137
1625,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.186754,0.190991,0.031428,0.231776,0.111539,0.247511,62,7,0.354839,18,0,0,11
4493,0,P,DISAGREEMENT,NONIRONIC,86,OBJECTIVE,0.138006,0.091396,0.067644,0.067803,0.355428,0.279723,714,113,0.393557,103,0,0,134
3938,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.127217,0.335169,0.057834,0.252837,0.135243,0.0917,52,4,0.307692,14,0,0,8
603,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.196914,0.206154,0,0.379925,0.125345,0.091662,295,16,0.294915,70,1,1,63
2498,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.198766,0.186625,0.040803,0.235814,0.094421,0.243572,68,10,0.411765,21,0,0,13
4909,0,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.17303,0.17081,0.069707,0.124691,0.244534,0.217228,480,37,0.310417,81,0,0,100
3836,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.185357,0.310843,0.029584,0.266607,0.096397,0.111212,291,10,0.250859,51,0,0,62
2542,1,P+,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.134244,0.278386,0,0.33407,0.15068,0.102621,689,55,0.320755,117,0,0,162
1548,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.08006,0.093232,0.043241,0.184311,0.516393,0.082763,742,89,0.331536,116,0,0,143
2025,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.194531,0.153282,0.035537,0.309164,0.08708,0.220405,67,7,0.328358,18,0,0,11
3150,0,N,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.116886,0.208262,0.085636,0.138916,0.32189,0.128409,440,40,0.297727,75,0,0,83
4168,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.201779,0.135446,0.043539,0.279196,0.079993,0.260046,60,7,0.366667,18,0,0,11
266,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.157872,0.360559,0.091093,0.187436,0.117449,0.08559,73,7,0.328767,19,0,0,11
4857,1,NEU,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.178093,0.345749,0.058745,0.197151,0.114553,0.105709,709,36,0.260931,114,0,0,148
4413,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.20915,0.261312,0.125167,0.222923,0.106618,0.074831,331,16,0.314199,75,0,0,84
1646,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.228788,0.200762,0.04242,0.148189,0.217565,0.162275,2237,70,0.244077,243,0,0,463
480,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.225507,0.258947,0.050518,0.175434,0.115317,0.174278,259,17,0.324324,54,0,0,55
4807,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.121003,0.324214,0.032374,0.233109,0.167742,0.121559,498,31,0.293173,106,1,1,102
2047,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.198806,0.205803,0.066069,0.258807,0.092375,0.178139,68,7,0.323529,18,0,0,11
2957,1,P+,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.086916,0.448036,0.006354,0.357268,0.07906,0.022368,57,3,0.263158,15,0,0,10
4535,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.171862,0.354045,0.054975,0.207102,0.127849,0.084167,153,10,0.261438,28,0,0,20
4977,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.169717,0.241159,0.100408,0.20234,0.152311,0.134065,137,10,0.306569,35,0,0,22
4366,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.036617,0.532988,0.006971,0.365239,0.051166,0.007018,937,50,0.263607,125,1,1,186
1927,0,P,DISAGREEMENT,NONIRONIC,91,OBJECTIVE,0.259119,0.2697,0.047865,0.161428,0.108615,0.153273,2013,249,0.311972,200,0,0,354
1743,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.166318,0.128919,0.086003,0.110299,0.290071,0.218388,190,9,0.3,38,0,0,46
1705,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.175588,0.308583,0.045158,0.19663,0.196705,0.077335,376,29,0.287234,68,0,0,66
2478,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.110051,0.229279,0,0.227738,0.260435,0.172497,208,12,0.317308,46,0,0,54
1418,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.139933,0.173719,0.216407,0.136674,0.225092,0.108175,1653,138,0.30853,194,0,0,357
4999,1,N+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.177184,0.19472,0,0.146858,0.327755,0.153484,798,27,0.204261,98,0,0,133
2541,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.084742,0.582051,0.022444,0.213953,0.072549,0.024261,88,9,0.363636,20,0,0,15
3585,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.180575,0.307966,0.05293,0.157326,0.199239,0.101963,291,15,0.254296,57,0,0,46
2280,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.080207,0.240548,0.01596,0.384597,0.218091,0.060597,520,29,0.271154,88,0,0,111
884,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.11838,0.4469,0.045819,0.258634,0.099241,0.031026,1112,27,0.23741,114,0,0,223
1923,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.135842,0.392255,0.09683,0.158619,0.128286,0.088166,693,30,0.275613,117,0,0,148
3961,0,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.09043,0.220663,0.004062,0.608151,0.059954,0.01674,714,22,0.259104,97,0,0,163
1144,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.172138,0.121578,0.106846,0.057946,0.343897,0.197594,822,118,0.352798,127,0,0,136
5082,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.107891,0.504266,0.013579,0.296718,0.060539,0.017006,649,203,0.476117,95,1,1,90
1042,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.227952,0.100023,0.019535,0.138689,0.197376,0.316424,1096,132,0.346715,145,0,0,230
4974,0,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.11108,0.181111,0.030674,0.238264,0.273943,0.164927,724,156,0.395028,74,0,0,99
2419,1,P,AGREEMENT,NONIRONIC,92,SUBJECTIVE,0.16383,0.222775,0,0.27457,0.158097,0.180729,493,27,0.261663,87,1,1,102
