ID,Class,ScoreTag,Agreement,Irony,Confidence,Subjectivity,Fear,Excited,Bored,Happy,Angry,Sad
5104,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1474590913,0.2919892422,0.0324736023,0.2250726615,0.1868031817,0.1162022211
4562,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.0772978687,0.2523291638,0.1207072074,0.4221676715,0.0899893801,0.0375087086
2786,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.176427734,0.3320223336,0.0146845806,0.3407696129,0.0620682684,0.0740274706
177,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1553283059,0.1741743823,0.0957456719,0.1811777909,0.1980249966,0.1955488524
1858,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1815936376,0.3365836557,0.0503850891,0.2928633514,0.0747673179,0.0638069483
1701,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1568887032,0.2349351208,0.0790671098,0.2257681616,0.2134198881,0.0899210165
2286,?,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1466712158,0.3226931006,0.0332254903,0.288464259,0.1089029106,0.1000430239
4895,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2184809307,0.1732027814,0.0842992177,0.170286527,0.1844130097,0.1693175335
2208,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1246540365,0.2627418988,0.1947108687,0.1284009472,0.2037421296,0.0857501191
2370,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2006461828,0.2784866675,0.0625748258,0.2317886833,0.0973094211,0.1291942194
2958,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1778301596,0.1945303416,0.069913554,0.2232753232,0.0823751884,0.2520754332
3,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.0793999909,0.3563921837,0.0312272214,0.4559131506,0.0472819535,0.0297854999
914,?,P,DISAGREEMENT,IRONIC,76,SUBJECTIVE,0.0765111188,0.3419430807,0.0108934305,0.5163134455,0.0333191767,0.0210197478
3587,?,P,DISAGREEMENT,NONIRONIC,91,OBJECTIVE,0.2008410883,0.3422903143,0.0616974371,0.2173681911,0.0988361396,0.0789668297
3751,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1906477724,0.190303354,0.042656893,0.3525404366,0.0862044458,0.1376470981
4047,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1444943968,0.1753194324,0.0568842109,0.2052913978,0.2690037112,0.149006851
3298,?,P,AGREEMENT,NONIRONIC,92,SUBJECTIVE,0.3276370176,0.0955293604,0.0215478951,0.0762729359,0.2008663554,0.2781464356
3616,?,P+,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1131355501,0.1958692681,0.0,0.5004562362,0.0265537171,0.1639852285
1476,?,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.1418276802,0.3653959133,0.0664461478,0.1918168736,0.1482551978,0.0862581873
1305,?,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.2437302598,0.1280688545,0.0380583294,0.1289474709,0.2538865079,0.2073085775
181,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.3746646332,0.1820096088,0.0941540521,0.1125343653,0.0569214451,0.1797158955
4604,?,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2198877608,0.0942817127,0.0284862957,0.20483099,0.1049165202,0.3475967206
3105,?,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.0933448024,0.1929590144,0.5241046295,0.0748726252,0.064847463,0.0498714655
41,?,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.1254661583,0.1867875923,0.1152234315,0.1693032631,0.232547827,0.1706717278
2190,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1230918927,0.2238937214,0.0429718197,0.1244085625,0.3796874552,0.1059465485
1014,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1860797635,0.1370646421,0.1315650496,0.093179744,0.2262549932,0.2258558075
1238,?,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1074531083,0.305637886,0.0400468725,0.3017644739,0.1518032531,0.0932944062
875,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1319515292,0.2723137193,0.0429234382,0.2608011705,0.1695295858,0.122480557
2194,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1867542587,0.1909914139,0.0314279245,0.2317760801,0.111539243,0.2475110798
767,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1568497992,0.2523532707,0.1090746193,0.2229293827,0.1695104598,0.0892824683
2213,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1549653193,0.3074693444,0.0,0.4245416453,0.0473451469,0.065678544
4951,?,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.167290744,0.1459044123,0.0712965066,0.1524445319,0.2312877675,0.2317760377
878,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2017790198,0.1354460185,0.04353937,0.2791964159,0.0799929869,0.2600461889
734,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1634442802,0.3401083403,0.0208776541,0.3226243257,0.0941252537,0.058820146
1645,?,P,DISAGREEMENT,IRONIC,82,SUBJECTIVE,0.0899466275,0.337063028,0.0829469529,0.2850823389,0.1229507093,0.0820103434
3828,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1842189812,0.2510051074,0.2034265722,0.19549304,0.0967324879,0.0691238112
4836,?,P,AGREEMENT,NONIRONIC,92,OBJECTIVE,0.058616922,0.2702242314,0.0882908313,0.2775809878,0.2814350634,0.0238519641
3218,?,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.093944243,0.3045887212,0.0173378166,0.4664474738,0.0869437788,0.0307379667
1038,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2612385943,0.1421353019,0.0708933802,0.3272834334,0.0655540414,0.1328952488
4998,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1000067615,0.2043961431,0.0598630281,0.3426577486,0.2368801071,0.0561962117
225,?,P,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.1606285677,0.3233504039,0.0,0.2436044425,0.1691416452,0.1032749406
1511,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1068404353,0.3268518447,0.0382567193,0.4020633904,0.0646160176,0.0613715927
1647,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1147942757,0.366841311,0.0212129242,0.3396901476,0.1024330508,0.0550282907
4003,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1106132417,0.3134962435,0.1171163097,0.1350771865,0.1924942622,0.1312027564
3960,?,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.1795850133,0.126139641,0.052819796,0.1006174794,0.3123438816,0.2284941888
5163,?,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1378459697,0.3712896621,0.0,0.2307305851,0.1723039252,0.0878298579
1085,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1777792562,0.4116460884,0.0,0.189296455,0.1267817449,0.0944964555
5153,?,P,AGREEMENT,NONIRONIC,92,OBJECTIVE,0.1254292011,0.1342178606,0.0457765751,0.3719256188,0.116124842,0.2065259025
1325,?,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.1882981791,0.2284931205,0.0441706093,0.1564535264,0.1962699143,0.1863146505
169,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1447896063,0.2045076605,0.0,0.2264987892,0.2902640556,0.1339398884
4878,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2207123496,0.1451668416,0.0351616384,0.09315083,0.2467568621,0.2590514783
3079,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.2144066673,0.3686740925,0.0212206858,0.2014663807,0.1273387822,0.0668933915
4340,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1124435042,0.5035280847,0.0090490326,0.2843424092,0.0642234089,0.0264135604
2124,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1366498803,0.3580907713,0.0684045795,0.1632216835,0.1878094142,0.0858236712
2154,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.202661472,0.1427733784,0.0411654824,0.271060649,0.0824939494,0.2598450689
1628,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.152220025,0.3243026928,0.0591345387,0.2072110099,0.1705318116,0.086599922
4588,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1927335912,0.1551337204,0.0572143798,0.1000536883,0.2675592689,0.2273053513
497,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2272411442,0.2189757813,0.0590816882,0.2220641031,0.1225753722,0.1500619111
4273,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1737045831,0.1697463339,0.0402081158,0.2301953074,0.1970894427,0.1890562171
1889,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.103374359,0.1536399021,0.0,0.3478792003,0.1301101045,0.2649964341
3521,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.114053401,0.2847734975,0.0,0.2518327503,0.1720172364,0.1773231149
1355,?,P+,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1379069,0.2689084954,0.0274235372,0.2568866169,0.1057787578,0.2030956926
3467,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1919586516,0.1391484001,0.0497160573,0.2812719729,0.0889732692,0.2489316488
1961,?,P,DISAGREEMENT,IRONIC,76,SUBJECTIVE,0.1585409129,0.1831030188,0.1456393534,0.2243710965,0.1674499825,0.120895636
1433,?,NEU,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.1216140399,0.3086948447,0.0334274279,0.2402519603,0.1848803142,0.1111314129
2226,?,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.1411534624,0.367606141,0.0465198065,0.2738978083,0.1143709353,0.0564518465
4430,?,P,DISAGREEMENT,IRONIC,76,SUBJECTIVE,0.1419626461,0.2723267196,0.0537971355,0.2104302987,0.1999386129,0.1215445873
1949,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1551161442,0.4010534509,0.0645074975,0.1702131937,0.1475644261,0.0615452877
3292,?,NEU,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.3540052267,0.1233073049,0.0742172385,0.0967585973,0.1479260958,0.2037855368
3914,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1402033937,0.2177211116,0.0867422857,0.1479299924,0.2243063262,0.1830968904
372,?,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.0945687535,0.446302153,0.0324285055,0.2407593484,0.1287250302,0.0572162095
2331,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1235261347,0.4119207983,0.0474057324,0.2157928794,0.1557579804,0.0455964747
172,?,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.1141002225,0.3647115768,0.0191393601,0.3017329804,0.1205219828,0.0797938773
3947,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1704007881,0.2790226558,0.1090054039,0.1357391997,0.1338628932,0.1719690594
1317,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.203662127,0.1620587865,0.0557494911,0.1695497062,0.2001864651,0.208793424
3403,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1218402347,0.2379329751,0.0413539999,0.273328172,0.1642062964,0.1613383219
1807,?,P,DISAGREEMENT,NONIRONIC,86,OBJECTIVE,0.1771705354,0.3270838269,0.0374553943,0.2113476193,0.1260147606,0.1209278635
3806,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1230918927,0.2238937214,0.0429718197,0.1244085625,0.3796874552,0.1059465485
2441,?,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1181298021,0.0828605669,0.0676436122,0.0692121593,0.4692210495,0.1929328101
3318,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1789026898,0.2404141412,0.062047889,0.2549736044,0.1584986693,0.1051630064
4941,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1250458477,0.6031591561,0.0301044402,0.1655915831,0.0644658122,0.0116331607
2837,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.0875786487,0.3412175969,0.039492614,0.3181603058,0.1454315658,0.0681192689
3530,?,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.120007674,0.2361885894,0.0,0.2291965233,0.2712863042,0.143320909
754,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.120286187,0.4809024573,0.0607418899,0.1802311733,0.1016118476,0.0562264449
5133,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2364226203,0.1058749965,0.0319866636,0.1669250509,0.1855898394,0.2732008293
4903,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2011022301,0.1527916939,0.0599990394,0.2209948217,0.1568968733,0.2082153417
931,?,P,AGREEMENT,NONIRONIC,92,OBJECTIVE,0.1735648478,0.2207229968,0.0237668841,0.1461587117,0.2683746373,0.1674119224
783,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.141239901,0.0489038636,0.0319277832,0.061738167,0.5276423095,0.1885479756
1760,?,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.0736939272,0.4004319561,0.0206793769,0.0992817179,0.3664487267,0.0394642952
1326,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2406395029,0.065913362,0.0786292623,0.0432263393,0.3280354451,0.2435560885
2168,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1051070888,0.4123189317,0.0281492661,0.303950063,0.1036865463,0.0467881043
2500,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1577009441,0.2063944106,0.064790989,0.2640721324,0.2534908221,0.0535507018
4257,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.0634912789,0.3617248588,0.0197538191,0.3716056427,0.1244128885,0.0590115121
1379,?,P,DISAGREEMENT,IRONIC,76,SUBJECTIVE,0.1554629828,0.3422363563,0.0,0.3219146096,0.1191702285,0.0612158227
5045,?,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1941906566,0.2354146876,0.12649541,0.1561178953,0.1534703088,0.1343110417
2636,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2015135634,0.3605094837,0.0251577951,0.2576855541,0.0818714549,0.0732621487
3664,?,NEU,DISAGREEMENT,NONIRONIC,91,OBJECTIVE,0.1964356656,0.3189821614,0.0649318361,0.2001534411,0.0925489249,0.1269479709
2696,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.162087126,0.2141028893,0.0686321747,0.2288033318,0.218169114,0.1082053642
2543,?,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.1162829864,0.2087271544,0.0,0.2754998535,0.2400789353,0.1594110704
1406,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1307628811,0.3860090031,0.0440683876,0.2332889022,0.1382371568,0.067633669
997,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1274928379,0.3790393604,0.0532281926,0.2201159689,0.1586591116,0.0614645286
3039,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1445654656,0.401754247,0.0,0.2888657325,0.1028761309,0.0619384241
135,?,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.1155003532,0.4326949235,0.029180534,0.2894435621,0.1091250441,0.0240555829
4791,?,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.2227555605,0.3308843761,0.0278063872,0.2030907499,0.1436311253,0.0718318011
2746,?,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.134379237,0.3245384463,0.0413705807,0.2400486296,0.140749189,0.1189139174
2749,?,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.1070771203,0.3002116235,0.0275548819,0.4286417498,0.0812077613,0.0553068632
4022,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1962398678,0.1518095462,0.0400081258,0.2742741993,0.0773507659,0.260317495
12,?,N+,AGREEMENT,IRONIC,90,SUBJECTIVE,0.1452391919,0.2256922236,0.0902241003,0.1621990909,0.1330628537,0.2435825396
2748,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.0926744926,0.3983322211,0.0258091616,0.2822268113,0.1701117502,0.0308455633
3272,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1555000502,0.3493746,0.1084628753,0.1829734818,0.099060465,0.1046285276
4736,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.0976304352,0.2034050995,0.0,0.4975640144,0.1281697674,0.0732306834
417,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1226825603,0.2638821123,0.0417546746,0.2856187035,0.1954574656,0.0906044838
2374,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2850611489,0.180106613,0.0572607602,0.251902523,0.0863730793,0.1392958755
2709,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2404209174,0.2344872105,0.0343610491,0.1280487783,0.173692226,0.1889898185
2825,?,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1933714146,0.1769037626,0.0382194983,0.2038057833,0.2444755605,0.1432239806
3490,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1727549569,0.2157046899,0.0417031379,0.1524647024,0.2615271842,0.1558453288
4810,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1198026193,0.3551924402,0.0289634564,0.2541367599,0.173298256,0.0686064681
770,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1392858095,0.2446161773,0.0307942768,0.404657269,0.1104742628,0.0701722046
472,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1294821256,0.1585905638,0.0639104658,0.2531763107,0.21419547,0.1806450641
4734,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1077415675,0.3322427794,0.0974462391,0.2843855567,0.120633636,0.0575502213
4533,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.0972374043,0.4512164399,0.0567558666,0.2150557527,0.140807561,0.0389269755
2915,?,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.126806791,0.1582661736,0.0633281692,0.1328724829,0.4010332416,0.1176931417
624,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1180674136,0.4049747794,0.0290023138,0.284202167,0.1282677642,0.035485562
3703,?,P,DISAGREEMENT,IRONIC,84,SUBJECTIVE,0.2260576769,0.3718722614,0.0,0.1666233359,0.1143932405,0.1210534853
1179,?,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.1544394773,0.3564272729,0.0,0.3793752741,0.0482063326,0.0615516432
3197,?,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.2792467292,0.1666656826,0.0319264473,0.2043145802,0.1770184595,0.1408281013
2088,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1474591426,0.2826165082,0.0533543179,0.3491601232,0.1256391309,0.0417707772
166,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1926179392,0.2220779507,0.0347142035,0.396373045,0.0646241387,0.089592723
2335,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1078984351,0.3359552955,0.020216317,0.3020504777,0.1500776294,0.0838018453
1596,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1446818391,0.349403119,0.0433982223,0.2875404936,0.1255612403,0.0494150857
880,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2840516309,0.2215978125,0.042730218,0.1633081303,0.114392464,0.1739197442
3657,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1066698275,0.3158488735,0.0275221776,0.3854477222,0.1065606276,0.0579507717
3720,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2403701147,0.1748928611,0.0750177929,0.182594638,0.1365297635,0.1905948299
991,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1388892581,0.0662008957,0.0252538409,0.1024348751,0.4059053885,0.2613157416
4206,?,NEU,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1370647175,0.226027067,0.0416676944,0.1940336361,0.3022158105,0.0989910746
2674,?,NEU,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.1558488525,0.1593787306,0.2433700886,0.0924828977,0.2007738887,0.1481455419
2570,?,N+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1353052603,0.1219291864,0.0409805251,0.0873172156,0.3527254502,0.2617423625
4934,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1886627682,0.3037237888,0.0,0.2966323473,0.1304837643,0.0804973315
3187,?,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.2190178914,0.2027525971,0.1084027204,0.1711798223,0.1466244776,0.1520224912
3030,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2528228931,0.0911370993,0.0761984885,0.0531666147,0.2689566176,0.2577182869
722,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2213092361,0.1417948122,0.0,0.2646866723,0.2176249221,0.1545843573
3752,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1456151339,0.0539211649,0.0448530602,0.2555898426,0.1685678194,0.331452979
200,?,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.1753009297,0.3809586831,0.0546304975,0.1309692358,0.150956193,0.1071844611
2867,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1211007614,0.4526490746,0.0193987149,0.29925201,0.0831292611,0.024470178
3514,?,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.1341626758,0.3943620914,0.0449383956,0.1635723719,0.193703355,0.0692611103
4338,?,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.1117220911,0.3020539779,0.0562482301,0.1974550499,0.2634707358,0.0690499152
592,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2153613561,0.1275499467,0.0454000239,0.1203239636,0.2411744561,0.2501902536
2135,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1785409197,0.1593959942,0.0272454363,0.1419785781,0.258555582,0.2342834897
2827,?,N,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.0908999078,0.3707576516,0.0222810475,0.3618074366,0.1067126387,0.0475413178
369,?,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.171147123,0.0609102073,0.0626721359,0.1030495588,0.2896805353,0.3125404397
1050,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1215515033,0.3600803569,0.0,0.2857943271,0.1592667292,0.0733070835
4278,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1962398678,0.1518095462,0.0400081258,0.2742741993,0.0773507659,0.260317495
2554,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1370544999,0.3093449176,0.0165807074,0.4357199036,0.067032835,0.0342671366
3591,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1724347703,0.4095838192,0.0804469636,0.1712300719,0.1111543318,0.0551500432
3009,?,NEU,DISAGREEMENT,NONIRONIC,92,OBJECTIVE,0.1261012386,0.1076935097,0.023343146,0.1053614653,0.5041012313,0.133399409
1903,?,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1813198792,0.2365038138,0.0823842192,0.2093147033,0.1567565684,0.1337208162
698,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1211590059,0.2262265286,0.0250305015,0.3209668015,0.2359440226,0.0706731399
610,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1317931427,0.2894412876,0.0557440826,0.2794650854,0.1708378202,0.0727185815
4302,?,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.0816878925,0.3778316176,0.0190747807,0.2338238641,0.1793441718,0.1082376733
1697,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1160923765,0.364752867,0.0287079458,0.2769164265,0.1376819198,0.0758484644
2842,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1307835758,0.5208038192,0.1196392954,0.1362585141,0.0643166717,0.0281981237
4904,?,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.1847217775,0.2613390113,0.0588908609,0.2347092772,0.1426714948,0.1176675783
3147,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1188092397,0.5072783607,0.0389837858,0.1885432649,0.114852565,0.0315327839
975,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1485654828,0.0686675059,0.0651697742,0.0505301134,0.3763667241,0.2907003995
2771,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.0888509099,0.3387972155,0.0850171946,0.3575703115,0.0930698965,0.036694472
4146,?,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.0658660069,0.3824544012,0.0250254653,0.4291540945,0.0789111226,0.0185889094
240,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1690311747,0.1972763005,0.034458449,0.3306633367,0.1797799944,0.0887907446
3397,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1171198287,0.3182329256,0.054637804,0.2420260128,0.1763816563,0.0916017726
2530,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.202661472,0.1427733784,0.0411654824,0.271060649,0.0824939494,0.2598450689
1713,?,NEU,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.2086030964,0.2698895839,0.0527160299,0.1702817637,0.1468211557,0.1516883703
5102,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1240608833,0.3044837856,0.0,0.2534473673,0.2340034102,0.0840045536
2810,?,P+,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1439832623,0.4286470336,0.0221363991,0.2933027953,0.0823676818,0.029562828
4479,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.1596593375,0.2436543472,0.0320882028,0.299671496,0.1115674661,0.1533591503
2712,?,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2929381738,0.1751231699,0.0258809127,0.1614818411,0.1406733809,0.2039025216
566,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1378266609,0.4156433877,0.0437415357,0.2724252825,0.1018813148,0.0284818184
2871,?,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.0939469082,0.4206296124,0.0,0.3773813977,0.0675664247,0.0404756569
3880,?,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1675398403,0.3826699951,0.0366525706,0.2333956394,0.109307399,0.0704345556
1410,?,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1387210985,0.1536616151,0.0425250367,0.2117881543,0.2923489571,0.1609551384
3988,?,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2768030319,0.1551801291,0.0,0.2390889149,0.0823637912,0.2465641329
1806,?,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.0992784457,0.3492659136,0.0286320249,0.2753723232,0.1875096825,0.05994161
5027,?,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.1695062948,0.1086495844,0.085974066,0.1439802831,0.2270190861,0.2648706855
